id;Categoria-1;Categoria-2;Categoria-3;Categoria-4;Categoria-5;Categoria-6;Categoria-7;Categoria-8;Categoria-9;Categoria-10;Categoria-11;Categoria-12;Categoria-13;Categoria-14;Categoria-15;Categoria-16;Categoria-17;Categoria-18;Categoria-19;Categoria-20;Categoria-21;Categoria-22;Categoria-23;Categoria-24;Categoria-25;Categoria-26;Categoria-27;Categoria-28;Categoria-29;Categoria-30;Categoria-31;Categoria-32;Categoria-33;Categoria-34;Categoria-35;Categoria-36;Nota Língua;ncb;purl;capa;tipo de material;língua;língua da obra original;título;subtítulo;título original;edição;publicação;data da publicação;data da publicação2;dimensões;autor;autor - organização;co-autores;autores secundários;co-autores - organizações;autores secundários - organizações;cota;coleção;id persistente;acesso
6120;Obra - Impressos - Obras (conjunto) - Lírica - Soneto | 58;Obra - Impressos - Obras (conjunto) - Lírica - Canção | 48;Obra - Impressos - Obras (conjunto) - Lírica - Ode | 55;Obra - Impressos - Obras (conjunto) - Lírica - Sextina | 57;Obra - Impressos - Obras (conjunto) - Lírica - Elegia | 51;Obra - Impressos - Obras (conjunto) - Lírica - Oitavas | 56;Obra - Impressos - Obras (conjunto) - Lírica - Écloga | 50;Obra - Impressos - Obras (conjunto) - Lírica - Mote | 54;Obra - Impressos - Obras (conjunto) - Lírica - Cantiga | 49;Obra - Impressos - Obras (conjunto) - Lírica - Endechas | 52;Obra - Impressos - Obras (conjunto) - Lírica - Redondilhas | 59;Obra - Impressos - Obras (conjunto) - Lírica - Esparsas | 53;Obra - Impressos - Paratextos - Obras - Lírica | 125;Obra - Impressos - Obras (conjunto) - Cartas | 63;;;;;;;;;;;;;;;;;;;;;;;;458243;https://purl.pt/44000;https://bndigital.bnportugal.gov.pt//i/?IIIF=/ca/ef/b2/6f/caefb26f-9502-4b44-a1a6-7185f1ebc5d1/iiif/cam-122-a_0000_000007.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Os Lusíadas;;;Edição artística comemorativa do 3º centenário da restauração da independência de Portugal;Barcelos : Companhia Editora do Minho;1940;1940;LVII, 7, 318, 2 p.;Luís de Camões, 1524-1580;;;"Hernâni Cidade, 1887-1975, Autor da introdução, etc. ; Eleutério Cerdeira, 1876-?, Comentador (em meio audiovisual) ; Joaquim Lopes, 1886-1956, Ilustrador";;;CAM. 122 A.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/458243;Livre
6121;Obra - Manuscritos - Cancioneiros e miscelâneas - Cartas | 142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2064124;https://purl.pt/43617;https://bndigital.bnportugal.gov.pt//i/?IIIF=/86/6d/2d/30/866d2d30-fd3c-4585-8c53-dad44ac716d5/iiif/vm-1073-7_0001.tif/full/!300,500/0/default.jpg;Partitura;Português;;Invocação dos Lusiadas de Luiz de Camões;para côro e orchestra;;1.ª ed.;;1938;1938;55 partes;José Viana da Mota, 1868-1948;;;Luís de Camões, 1524-1580, Autor de letras para trechos musicais;;;V.M. 1073//7;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/2064124;Livre
6122;Obra - Impressos - Obras (conjunto) - Lírica | 47;Obra - Impressos - Paratextos - Obras (avulsas) - Lírica | 107;Obra - Impressos - Obras (conjunto) - Lírica - Soneto | 58;Obra - Impressos - Obras (conjunto) - Lírica - Elegia | 51;Obra - Impressos - Obras (conjunto) - Lírica - Ode | 55;Obra - Impressos - Obras (conjunto) - Lírica - Canção | 48;Obra - Impressos - Obras (conjunto) - Lírica - Sextina | 57;Obra - Impressos - Obras (conjunto) - Lírica - Cantiga | 49;Obra - Impressos - Obras (conjunto) - Lírica - Redondilhas | 59;Obra - Impressos - Obras (conjunto) - Lírica - Mote | 54;Obra - Impressos - Obras (conjunto) - Lírica - Vilancete | 60;Obra - Impressos - Obras (conjunto) - Lírica - Esparsas | 53;;;;;;;;;;;;;;;;;;;;;;;;;;2064263;https://purl.pt/43595;https://bndigital.bnportugal.gov.pt//i/?IIIF=/7a/2f/e6/7d/7a2fe67d-fe07-4f97-99a8-9297369f8681/iiif/2064263_0001.tif/full/!300,500/0/default.jpg;Partitura;Português;;Invocação dos Lusiadas;para Côro e Orquestra;;1.ª ed.;;1938;1938;56 partes vocais;José Viana da Mota, 1868-1948;;;Luís de Camões, 1524-1580, Autor de letras para trechos musicais;;;V.M. 1073//9;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/2064263;Livre
6123;Obra - Impressos - Obras (conjunto) - Lírica - Soneto | 58;Obra - Impressos - Obras (conjunto) - Lírica - Elegia | 51;Obra - Impressos - Obras (conjunto) - Lírica - Ode | 55;Obra - Impressos - Obras (conjunto) - Lírica - Canção | 48;Obra - Impressos - Obras (conjunto) - Lírica - Sextina | 57;Obra - Impressos - Obras (conjunto) - Lírica - Cantiga | 49;Obra - Impressos - Obras (conjunto) - Lírica - Mote | 54;Obra - Impressos - Obras (conjunto) - Lírica - Vilancete | 60;Obra - Impressos - Obras (conjunto) - Lírica - Redondilhas | 59;Obra - Impressos - Obras (conjunto) - Lírica - Esparsas | 53;Obra - Impressos - Paratextos - Obras - Lírica | 125;Obra - Impressos - Paratextos - Obras - Lírica - Vida | 126;;;;;;;;;;;;;;;;;;;;;;;;;;452977;https://purl.pt/41656;https://bndigital.bnportugal.gov.pt//i/?IIIF=/a2/83/8e/3b/a2838e3b-9b86-47ad-ac35-cd447fb4a6ac/iiif/sni-701_0000_000005.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Os Lusíadas de Luís de Camões;canto décimo primeiro fragmento final inédito;;1.ª ed.;Lisboa : S.P.N.;1937;1937;22 p.;Luís de Camões, 1524-1580;;;;;;S.N.I. 701;EODOPEN;http://id.bnportugal.gov.pt/bib/catbnp/452977;Livre
6124;Obra - Impressos - Obras (avulsas) - Lírica - Criação e Composição do Homem | 39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;640093;https://purl.pt/5416;https://bndigital.bnportugal.gov.pt//i/?IIIF=/75/54/42/62/75544262-ae09-40c2-80b9-ad7e5817da6c/iiif/e-1557-v_0000_000001.tif/full/!300,500/0/default.jpg;Iconografia;Português;;Mosteiro dos Jerónimos;;;1.ª ed.;S.l. : s.n.;1937;1937;1 gravura;Pedro Jorge Pinto, 1900-1983;;;;;;PURL 5416/0;;http://id.bnportugal.gov.pt/bib/catbnp/640093;Interno
6125;Obra - Impressos - Obras (conjunto) - Lírica - Soneto | 58;Obra - Impressos - Obras (conjunto) - Lírica - Canção | 48;Obra - Impressos - Obras (conjunto) - Lírica - Ode | 55;Obra - Impressos - Obras (conjunto) - Lírica - Sextina | 57;Obra - Impressos - Obras (conjunto) - Lírica - Elegia | 51;Obra - Impressos - Obras (conjunto) - Lírica - Oitavas | 56;Obra - Impressos - Obras (conjunto) - Lírica - Écloga | 50;Obra - Impressos - Obras (conjunto) - Lírica - Mote | 54;Obra - Impressos - Obras (conjunto) - Lírica - Cantiga | 49;Obra - Impressos - Obras (conjunto) - Cartas | 63;Obra - Impressos - Obras (conjunto) - Lírica | 47;Obra - Impressos - Obras (conjunto) - Lírica - Redondilhas | 59;Obra - Impressos - Obras (conjunto) - Lírica - Esparsas | 53;Obra - Impressos - Paratextos - Obras - Lírica | 125;;;;;;;;;;;;;;;;;;;;;;;;1693675;https://purl.pt/43581;https://bndigital.bnportugal.gov.pt//i/?IIIF=/50/fa/db/f0/50fadbf0-5ba1-4f20-8b78-70288fcad7fe/iiif/vm-2926_0000_000001.tif/full/!300,500/0/default.jpg;Partitura;Português;;Redondilha de Camões;;;1.ª ed.;Lisboa : s.n.;1936;1936;Partitura 3 p.;Hermínio do Nascimento, 1890-1972;;;;;Fundação Calouste Gulbenkian, Antigo possuidor;V.M. 2926;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/1693675;Livre
6126;Obra - Impressos - Obras (conjunto) - Lírica - Soneto | 58;Obra - Impressos - Obras (conjunto) - Lírica - Canção | 48;Obra - Impressos - Obras (conjunto) - Lírica - Ode | 55;Obra - Impressos - Obras (conjunto) - Lírica - Sextina | 57;Obra - Impressos - Obras (conjunto) - Lírica - Elegia | 51;Obra - Impressos - Obras (conjunto) - Lírica - Oitavas | 56;Obra - Impressos - Obras (conjunto) - Lírica - Écloga | 50;Obra - Impressos - Obras (conjunto) - Lírica - Mote | 54;Obra - Impressos - Obras (conjunto) - Lírica - Cantiga | 49;Obra - Impressos - Obras (conjunto) - Lírica - Endechas | 52;Obra - Impressos - Obras (conjunto) - Lírica - Redondilhas | 59;Obra - Impressos - Obras (conjunto) - Lírica - Esparsas | 53;Obra - Impressos - Paratextos - Obras - Lírica | 125;Obra - Impressos - Obras (conjunto) - Cartas | 63;;;;;;;;;;;;;;;;;;;;;;;;1703453;https://purl.pt/43596;https://bndigital.bnportugal.gov.pt//i/?IIIF=/52/59/d8/1c/5259d81c-411e-4c84-a622-b90bc695754a/iiif/1703453_0001.tif/full/!300,500/0/default.jpg;Partitura;Português;;Verdes são as hortas;;;1.ª ed.;Lisboa,;1936;1936;Partitura 6 p.;José Viana da Mota, 1868-1948;;;"Luís de Camões, 1524-1580, Autor de letras para trechos musicais ; Leonor Viana da Mota, 191--19--, Personalidade a quem é dedicada a obra";;Portugal. Instituto Português do Património Cultural. Departamento de Musicologia, Antigo possuidor;V.M. 1200;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/1703453;Livre
6127;Tradução - Impressos - Obras individuais - Épica | 151;Tradução - Impressos - Obras individuais - Épica - Paratextos gerais | 152;Tradução - Impressos - Obras individuais - Épica - Paratextos argumentos | 154;Tradução - Impressos - Obras individuais - Épica - Paratextos notas | 155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;845518;https://purl.pt/24019;https://bndigital.bnportugal.gov.pt//i/?IIIF=/3b/7d/62/48/3b7d6248-734b-461c-9372-c36f6ce1197d/iiif/845518_0000_capa-capa_t24-C-R0150_000001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Subsídios para o estudo da flora camoneana VII;;;1.ª ed.;Coimbra : Coimbra Editora;1936;1936;15 p.;Augusta Faria Gersão Ventura, ca 18--;;;;;;CAM. 355//5 V.;;http://id.bnportugal.gov.pt/bib/catbnp/845518;Interno
6128;Vida - Biografia | 13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;452326;https://purl.pt/39041;https://bndigital.bnportugal.gov.pt//i/?IIIF=/d2/c2/b5/31/d2c2b531-215e-4c76-ac52-7bae671edd95/iiif/cam-344-v_0000_000005.tif/full/!300,500/0/default.jpg;Livro impresso;Francês;;Vie de Camoens;"le poéte des ""Lusiades"" et le Portugal de son temps";;1.ª ed.;Tours : s.n.;1935;1935;"X, 192 p.; 3 p.";Virgínia de Castro e Almeida, 1874-1945;;;Pierre de Lamet, Autor da introdução, etc.;;;CAM. 344 V.;EODOPEN;http://id.bnportugal.gov.pt/bib/catbnp/452326;Livre
6129;Tradução - Manuscritos - Obras individuais - Épica | 261;Tradução - Manuscritos - Obras individuais - Épica - Paratextos gerais | 262;Tradução - Manuscritos - Obras individuais - Épica - Paratextos argumentos | 264;Iconografia - Impressos - Portadas | 392;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;281733;https://purl.pt/30262;https://bndigital.bnportugal.gov.pt//i/?IIIF=/7b/1e/39/11/7b1e3911-753c-4f81-9832-510e8658d736/iiif/hg-15981-v_0000_capa-capa_t24-C-R0150_000005.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Lisboa antiga;bairros orientais;;2ª ed. rev. e ampl;Lisboa : S. Industriais da Câmara Municipal de Lisboa;1934;1934;12 v.;Júlio de Castilho, 1840-1919;;;Augusto Vieira da Silva, 1869-1951, Anotador;;;B.R. 14772;;http://id.bnportugal.gov.pt/bib/catbnp/281733;Livre
6130;Recepção criativa - Tematização | 409;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770257;https://purl.pt/26364;https://bndigital.bnportugal.gov.pt//i/?IIIF=/87/77/52/1f/8777521f-0ea4-4feb-abf7-2704f2126765/iiif/770257_0000_1-10_t24-C-R0150_000001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;O dia de Camões;Os Lusíadas, a Bíblia da nossa nacionalidade.;;1.ª ed.;Praia : Minerva de Cabo Verde;1934;1934;23 p.;Pedro Monteiro Cardoso, 1883-1942;;António Corsino Lopes da Silva, Autor;;;;CAM. 621//4-5 P.;;http://id.bnportugal.gov.pt/bib/catbnp/770257;Livre
6131;Obra - Impressos - Obras (avulsas) - Épica | 23;Obra - Impressos - Paratextos - Obras (avulsas) - Épica | 103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;866522;https://purl.pt/43958;https://bndigital.bnportugal.gov.pt//i/?IIIF=/f9/30/2e/07/f9302e07-4792-44ec-8ef0-3c0856716624/iiif/cam-321-v_0000_000013.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Lírica de Camões;;;1.ª ed.;Coimbra : Imprensa da Universidade;1932;1932;XL, 1, 385, XLI-LXXIV p.;Luís de Camões, 1524-1580;;;"José Maria Rodrigues, 1857-1942, Editor literário ; Afonso Lopes Vieira, 1878-1946, Editor literário";;;CAM. 321 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/866522;Livre
6132;Obra - Impressos - Obras (conjunto) - Lírica - Soneto | 58;Obra - Impressos - Obras (conjunto) - Lírica - Canção | 48;Obra - Impressos - Obras (conjunto) - Lírica - Ode | 55;Obra - Impressos - Obras (conjunto) - Lírica - Sextina | 57;Obra - Impressos - Obras (conjunto) - Lírica - Elegia | 51;Obra - Impressos - Obras (conjunto) - Lírica - Oitavas | 56;Obra - Impressos - Obras (conjunto) - Lírica - Écloga | 50;Obra - Impressos - Obras (conjunto) - Lírica - Mote | 54;Obra - Impressos - Obras (conjunto) - Lírica - Cantiga | 49;Obra - Impressos - Obras (conjunto) - Lírica - Endechas | 52;Obra - Impressos - Obras (conjunto) - Lírica - Redondilhas | 59;Obra - Impressos - Paratextos - Obras - Lírica | 125;Obra - Impressos - Obras (conjunto) - Cartas | 63;;;;;;;;;;;;;;;;;;;;;;;;;1366577;https://purl.pt/14465;https://bndigital.bnportugal.gov.pt//i/?IIIF=/6c/d7/47/e6/6cd747e6-f55c-444e-8d02-8c4c86a67972/iiif/cam-1529-p_0000_capa-capa_t24-C-R0150_000001.tif/full/!300,500/0/default.jpg;Livro impresso;Francês;Português;Les lusiades de Luiz de Camoens;;;1.ª ed.;Paris : imprimerie F. Paillart : en la rue de Beaune, à lenseigne du Pot Cassé;1931;1931;258, 4 p.;Luís de Camões, 1524-1580;;;"Jean Baptiste Joseph Millié, 1772-1826, Tradutor ; Bernard Roy, Ilustrador";;;CAM. 1529 P.;;http://id.bnportugal.gov.pt/bib/catbnp/1366577;Livre
6133;Obra - Impressos - Obras (avulsas) - Épica | 23;Obra - Impressos - Paratextos - Obras (avulsas) - Épica | 103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1376687;https://purl.pt/31492;https://bndigital.bnportugal.gov.pt//i/?IIIF=/11/82/e8/05/1182e805-ff50-4225-b6c0-2be2c44f7f1d/iiif/pi-27899-p_0000_000001.tif/full/!300,500/0/default.jpg;Iconografia;Inglês;;Old Goa;statue of poet Camoes;;1.ª ed.;S.l. : s.n.;1930;1930;1 postal;;;;;;;P.I. 27899 P.;;http://id.bnportugal.gov.pt/bib/catbnp/1376687;Livre
6134;Obra - Impressos - Obras (conjunto) - Lírica - Soneto | 58;Obra - Impressos - Obras (conjunto) - Lírica - Canção | 48;Obra - Impressos - Obras (conjunto) - Lírica - Ode | 55;Obra - Impressos - Obras (conjunto) - Lírica - Sextina | 57;Obra - Impressos - Obras (conjunto) - Lírica - Elegia | 51;Obra - Impressos - Obras (conjunto) - Lírica - Oitavas | 56;Obra - Impressos - Obras (conjunto) - Lírica - Écloga | 50;Obra - Impressos - Obras (conjunto) - Lírica - Mote | 54;Obra - Impressos - Obras (conjunto) - Lírica - Cantiga | 49;Obra - Impressos - Obras (conjunto) - Lírica - Endechas | 52;Obra - Impressos - Obras (conjunto) - Lírica - Vilancete | 60;Obra - Impressos - Obras (avulsas) - Lírica - Criação e Composição do Homem | 39;Obra - Impressos - Obras (conjunto) - Lírica - Redondilhas | 59;Obra - Impressos - Obras (conjunto) - Lírica - Esparsas | 53;Obra - Impressos - Paratextos - Obras - Lírica | 125;Obra - Impressos - Obras (conjunto) - Cartas | 63;;;;;;;;;;;;;;;;;;;;;;960015;https://purl.pt/31242;https://bndigital.bnportugal.gov.pt//i/?IIIF=/64/b8/f0/d4/64b8f0d4-f606-426a-9913-a1fb4c75f45c/iiif/tr-7208-p_0000_000001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Memórias;;;1.ª ed.;Lisboa : Seara Nova;1930;1930;v.;Raúl Brandão, 1867-1930;;;;;;TR. 6852 P.;IGM;http://id.bnportugal.gov.pt/bib/catbnp/960015;Livre
6135;Obra - Impressos - Obras (avulsas) - Épica | 23;Obra - Impressos - Paratextos - Obras (avulsas) - Épica | 103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;455286;https://purl.pt/26474;https://bndigital.bnportugal.gov.pt//i/?IIIF=/79/8d/09/f0/798d09f0-0055-4761-b90f-f01e416b0937/iiif/cam-431-v_0000_capa-capa_t24-C-R0150_000001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Simão Vaz de Camões no Porto;;;1.ª ed.;Porto : Emp. Indust. Gráfica do Porto;1927;1927;8 p.;A. de Magalhães Basto, 1894-1960;;;;;;CAM. 420//1 V.;;http://id.bnportugal.gov.pt/bib/catbnp/455286;Interno
6136;Tradução - Impressos - Obras individuais - Épica | 151;Obra - Impressos - Obras (avulsas) - Épica | 23;Tradução - Impressos - Obras individuais - Épica - Paratextos gerais | 152;Tradução - Impressos - Obras individuais - Épica - Paratextos vida | 153;Tradução - Impressos - Obras individuais - Épica - Paratextos argumentos | 154;Tradução - Impressos - Obras individuais - Épica - Paratextos notas | 155;Comentários - Impressos - Épica | 334;Iconografia - Impressos - Retrato de Camões | 372;Iconografia - Impressos - Ilustrações da obra | 376;Iconografia - Impressos - Figuras históricas | 390;Iconografia - Impressos - Mapas | 387;Iconografia - Impressos - Portadas | 392;Iconografia - Impressos - Outros | 393;Bibliografia crítica - Polémica e discussão | 417;;;;;;;;;;;;;;;;;;;;;;;;458554;https://purl.pt/26475;https://bndigital.bnportugal.gov.pt//i/?IIIF=/64/79/e8/f4/6479e8f4-4101-4e40-9053-edf484b7d89c/iiif/cam-539-v_0000_capa-capa_t24-C-R0150_000001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;O  lirismo de Camões;conferência feita no Liceu de Aveiro, a 10 de Junho de 1925;;1.ª ed.;Porto : Emp. Indust. Gráfica do Porto, L.da;1925;1925;23 p.;Hernâni Cidade, 1887-1975;;;;;;CAM. 539 V.;;http://id.bnportugal.gov.pt/bib/catbnp/458554;Interno
6137;Bibliografia crítica - Polémica e discussão | 417;Obra - Impressos - Paratextos - Obras (avulsas) - Outros | 119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Um dos paratextos surge em latim, não sei se valerá a pena acrescentar.;865402;https://purl.pt/39040;https://bndigital.bnportugal.gov.pt//i/?IIIF=/a8/09/d9/c8/a809d9c8-386f-468d-aaa5-fc2fa6474a87/iiif/cam-286-16-v_0000_000001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Pedro, Inês e a Fonte dos Amores;;;1.ª ed.;Coimbra : s.n.;1925;1925;24 p.;Carolina Michaëlis de Vasconcelos, 1851-1925;;;;;;CAM. 286//16 V.;EODOPEN;http://id.bnportugal.gov.pt/bib/catbnp/865402;Livre
6138;Bibliografia crítica - Polémica e discussão | 417;Iconografia - Impressos - Retrato de Camões | 372;Iconografia - Impressos - Portadas | 392;Iconografia - Impressos - Outros | 393;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1671826;https://purl.pt/43555;https://bndigital.bnportugal.gov.pt//i/?IIIF=/ff/0e/25/81/ff0e2581-9e34-4e16-8533-d98f127e59ab/iiif/ct-3944-r_0000_000001.tif/full/!300,500/0/default.jpg;Iconografia;Português;;Semana Camoneana em Lisboa;3 a 10 de Junho de 1924;;1.ª ed.;Lisboa : s.n.;1924;1924;1 cartaz;;;;;;;CT. 3944 R.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/1671826;Livre
6139;Obra - Impressos - Obras (avulsas) - Épica | 23;Obra - Impressos - Paratextos - Obras (avulsas) - Épica | 103;Obra - Impressos - Paratextos - Obras (avulsas) - Épica - Argumentos | 105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;789263;https://purl.pt/26476;https://bndigital.bnportugal.gov.pt//i/?IIIF=/4d/63/ef/c9/4d63efc9-9d06-4119-81fc-e68482e16796/iiif/cam-868-p_0000_capa-capa_t24-C-R0150_000005.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Camões;conferência feita na Faculdade de Letras do Porto em Junho de 1924;;1.ª ed.;Porto : Empresa Industrial Gráfica do Porto;1924;1924;16 p.;Hernâni Cidade, 1887-1975;;;;;;CAM. 868 P.;;http://id.bnportugal.gov.pt/bib/catbnp/789263;Interno
6140;Recepção - Citação | 410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;865416;https://purl.pt/40021;https://bndigital.bnportugal.gov.pt//i/?IIIF=/00/41/b3/63/0041b363-d8c9-474a-bf42-e370029d84a0/iiif/l-61046-v_0000_000001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;O cancioneiro do Padre Pedro Ribeiro;;;1.ª ed.;Coimbra : Imprensa da Universidade de Coimbra;1924;1924;129, 2 p.;Carolina Michaëlis de Vasconcelos, 1851-1925;;;António Alberto Marinho Duarte de Sousa, 1896-1950, Antigo possuidor;;;J.S. 1566;EODOPEN;http://id.bnportugal.gov.pt/bib/catbnp/865416;Livre
6141;Obra - Impressos - Obras (conjunto) - Lírica - Soneto | 58;Obra - Impressos - Obras (conjunto) - Lírica - Canção | 48;Obra - Impressos - Obras (conjunto) - Lírica - Ode | 55;Obra - Impressos - Obras (conjunto) - Lírica - Sextina | 57;Obra - Impressos - Obras (conjunto) - Lírica - Elegia | 51;Obra - Impressos - Obras (conjunto) - Lírica - Oitavas | 56;Obra - Impressos - Obras (conjunto) - Lírica - Écloga | 50;Obra - Impressos - Obras (conjunto) - Lírica - Mote | 54;Obra - Impressos - Obras (conjunto) - Lírica - Endechas | 52;Obra - Impressos - Obras (conjunto) - Lírica - Redondilhas | 59;Obra - Impressos - Paratextos - Obras - Lírica | 125;Obra - Impressos - Obras (conjunto) - Teatro - Título das peças | 62;Obra - Impressos - Obras (conjunto) - Cartas | 63;;;;;;;;;;;;;;;;;;;;;;;;;397837;https://purl.pt/44013;https://bndigital.bnportugal.gov.pt//i/?IIIF=/51/62/51/c6/516251c6-2d04-42df-9ed2-1f79910e6355/iiif/cam-291-v_0000_000005.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;Os Lusiadas;segundo o têsto da primeira edição de 1572, com as variantes da 2ª edição impressa por Manoel de Lyra em 1584, e acrecentada com dois apêndices por A. J. Gonçálvez Guimarãis...;;1.ª ed.;Coimbra : Imprensa da Universidade;1923;1923;XIX, 3 p., 186 f., 75, 3 p., 2 extratextos;Luís de Camões, 1524-1580;;;A. J. Gonçalves Guimarães, 1850-1919, Editor literário;;;CAM. 291 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/397837;Livre
6142;Recepção criativa - Paródia | 407;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1373463;https://purl.pt/43009;https://bndigital.bnportugal.gov.pt//i/?IIIF=/52/31/b3/39/5231b339-94a8-46a0-8bca-811d5243bd90/iiif/cn-463_0000_000001.tif/full/!300,500/0/default.jpg;Partitura;Português;;Redondilhas de Camões;;;1.ª ed.;;1922;1922;1 partitura 14 p.;Óscar da Silva, 1870-1958;;;Luís de Camões, 1524-1580, Autor de letras para trechos musicais;;Portugal. Conservatório Nacional. Escola de Música, Antigo possuidor;C.N. 463;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/1373463;Interno
6143;Recepção criativa - Paródia | 407;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Português; Espanhol; Italiano";380896;https://purl.pt/40017;https://bndigital.bnportugal.gov.pt//i/?IIIF=/af/71/82/12/af718212-3459-441c-b95a-d5afa519b36c/iiif/l-4268-v_0000_000001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;O Cancioneiro Fernandes Tomás;índices, nótulas e textos inéditos;;1.ª ed.;Coimbra : Imprensa da Universidade de Coimbra;1922;1922;IX, 1 br., 171, 1 p.;Carolina Michaëlis de Vasconcelos, 1851-1925;;;António Alberto Marinho Duarte de Sousa, 1896-1950, Antigo possuidor;;;J.S. 1398;EODOPEN;http://id.bnportugal.gov.pt/bib/catbnp/380896;Livre
6144;Obra - Impressos - Obras (avulsas) - Épica | 23;Obra - Impressos - Paratextos - Obras (avulsas) - Épica | 103;Obra - Impressos - Paratextos - Obras (avulsas) - Épica - Argumentos | 105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;174420;https://purl.pt/43753;https://bndigital.bnportugal.gov.pt//i/?IIIF=/6b/ed/d1/d0/6bedd1d0-be60-45df-89b9-5a67a051c80f/iiif/cam-265-v_0000_000001.tif/full/!300,500/0/default.jpg;Livro impresso;Português;;As duas edições dos Lusíadas de 1572;;;1.ª ed.;Rio de Janeiro : Pap. Ribeiro;1921;1921;101, 12 p.;Alexandre de Albuquerque, 1875-1937;;;;;;L. 11640 V.;CAM500;http://id.bnportugal.gov.pt/bib/catbnp/174420;Livre
